title,month,metric,estimate,sensitivity_low,sensitivity_high,observed_game_runtime_avg_ccu,observed_legacy_pass_avg_ccu,denominator_ccu,estimated_share_pct,month_hours,confidence,method,range_type,observed,scope,source_url,calibration_source_url,estimated_player_hours,player_hours_sensitivity_low,player_hours_sensitivity_high,method_version,production_enabled,usage_policy,historical_transfer_share,assumed_pass_attribution_fraction,assumed_incremental_hosts_per_guest
It Takes Two,2025-05-01,estimated_total_pass_client_avg_ccu,1822.641099292374,1584.5847212082815,2298.700902944138,6909.18,82.43,6991.610000000001,26.0689755191204,744,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1356044.9778735263,1178931.0325789615,1710233.4717904385,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2025-06-01,estimated_total_pass_client_avg_ccu,1886.2389719688201,1639.8760330214366,2378.91004966174,7158.06,77.51,7235.570000000001,26.068975519120404,720,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1358092.0598175505,1180710.7437754343,1712815.2357564527,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2025-07-01,estimated_total_pass_client_avg_ccu,2443.922137659155,2124.719825894899,3082.255758823474,9297.92,76.91,9374.83,26.0689755191204,744,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1818278.0704184112,1580791.5504658048,2293198.2845646646,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2025-08-01,estimated_total_pass_client_avg_ccu,1957.9182270561937,1702.1932124612836,2469.311373573331,7447.27,63.26,7510.530000000001,26.0689755191204,744,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1456691.1609298082,1266431.750071195,1837167.661938558,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2025-09-01,estimated_total_pass_client_avg_ccu,1683.2398596014295,1463.3907710567546,2122.8891341469152,6404.92,51.95,6456.87,26.068975519120404,720,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1211932.6989130292,1053641.3551608634,1528480.176585779,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2025-10-01,estimated_total_pass_client_avg_ccu,2008.7814051915495,1746.4131167401188,2533.459621712662,7654.1,51.54,7705.64,26.068975519120404,744,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1494533.365462513,1299331.3588546484,1884893.9585542204,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2025-11-01,estimated_total_pass_client_avg_ccu,1917.1124596761144,1666.717113764312,2417.847454341874,7304.09,49.91,7354.0,26.068975519120404,720,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1380320.9709668024,1200036.3219103047,1740850.1671261492,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2025-12-01,estimated_total_pass_client_avg_ccu,2948.210827691228,2563.143031436133,3718.2607669247923,11247.3,61.97,11309.27,26.0689755191204,744,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,2193468.855802274,1906978.4153884829,2766386.0105920453,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2026-01-01,estimated_total_pass_client_avg_ccu,3635.375987887482,3160.5570885515854,4584.9081693279,13874.55,70.67,13945.22,26.068975519120404,744,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,2704719.7349882866,2351454.4738823795,3411171.677979958,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2026-02-01,estimated_total_pass_client_avg_ccu,3196.2075987021726,2778.748777628019,4031.032382615569,12204.54,56.04,12260.580000000002,26.0689755191204,672,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,2147851.50632786,1867319.1785660288,2708853.7611176623,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2026-03-01,estimated_total_pass_client_avg_ccu,2631.191230198309,2287.5295764855614,3318.4380946000624,10046.71,46.48,10093.19,26.068975519120407,744,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1957606.2752675419,1701922.0049052576,2468917.9423824465,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2026-04-01,estimated_total_pass_client_avg_ccu,1811.311522531764,1574.7349080774413,2284.412128077983,6910.66,37.49,6948.15,26.0689755191204,720,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1304144.29622287,1133809.1338157577,1644776.732216148,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2026-05-01,estimated_total_pass_client_avg_ccu,1542.3839710765183,1340.9321647324232,1945.2427734547748,5883.25,33.3,5916.55,26.068975519120404,744,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1147533.6744809295,997653.5305609228,1447260.6234503523,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2026-06-01,estimated_total_pass_client_avg_ccu,1673.5552351960764,1454.9710619492832,2110.674960509602,6383.22,36.5,6419.72,26.068975519120404,720,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1204959.769341175,1047579.164603484,1519685.9715669134,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2026-07-01,estimated_total_pass_client_avg_ccu,2095.989948995663,1822.231294067774,2643.446364832187,8005.55,34.62,8040.17,26.068975519120404,744,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1559416.5220527733,1355740.0827864239,1966724.0954351472,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
It Takes Two,2026-08-01,estimated_total_pass_client_avg_ccu,1947.644443804108,1693.2612949397371,2456.3541573405846,7441.17,29.95,7471.12,26.0689755191204,744,low; historical transfer unvalidated,historical_client_mix_transfer_v1,historical_mix_sensitivity,False,"Steam client activity, includes legacy and shared-runtime estimate",https://steamcharts.com/app/1426210,https://steamcharts.com/app/1504980,1449047.4661902564,1259786.4034351644,1827527.493061395,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",0.260689755191204,,
Lords of the Fallen,2025-05-01,scenario_incremental_pass_guest_avg_ccu,650.2333333333333,0.0,1950.7,2332.19,,2332.19,27.880804451324007,744,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,483773.60000000003,0.0,1451320.8,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2025-06-01,scenario_incremental_pass_guest_avg_ccu,123.21666666666665,0.0,369.65,751.14,,751.14,16.403954877475126,720,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,88715.99999999999,0.0,266148.0,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2025-07-01,scenario_incremental_pass_guest_avg_ccu,101.46333333333332,0.0,304.39,685.88,,685.88,14.793161097179292,744,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,75488.71999999999,0.0,226466.16,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2025-08-01,scenario_incremental_pass_guest_avg_ccu,164.91666666666666,0.0,494.75,876.24,,876.24,18.820947076904346,744,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,122698.0,0.0,368094.0,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2025-09-01,scenario_incremental_pass_guest_avg_ccu,86.30333333333334,0.0,284.25933946595114,640.4,,640.4,13.476473037684782,720,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,62138.40000000001,0.0,204666.72441548482,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2025-10-01,scenario_incremental_pass_guest_avg_ccu,154.35666666666665,0.0,466.3549505072072,844.56,,844.56,18.276577941965837,744,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,114841.35999999999,0.0,346968.08317736216,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2025-11-01,scenario_incremental_pass_guest_avg_ccu,71.57333333333334,0.0,214.72000000000003,596.21,,596.21,12.004718695314292,720,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,51532.8,0.0,154598.40000000002,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2025-12-01,scenario_incremental_pass_guest_avg_ccu,377.18,0.0,1131.54,1513.03,,1513.03,24.928785285156277,744,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,280621.92,0.0,841865.76,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2026-01-01,scenario_incremental_pass_guest_avg_ccu,318.76,0.0,956.28,1337.77,,1337.77,23.827713284047334,744,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,237157.44,0.0,711472.32,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2026-02-01,scenario_incremental_pass_guest_avg_ccu,171.02666666666667,0.0,513.08,894.57,,894.57,19.118310100569733,672,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,114929.92,0.0,344789.76,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2026-03-01,scenario_incremental_pass_guest_avg_ccu,306.1933333333333,0.0,918.58,1300.07,,1300.07,23.55206514521013,744,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,227807.84,0.0,683423.52,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2026-04-01,scenario_incremental_pass_guest_avg_ccu,323.16333333333336,0.0,969.49,1350.98,,1350.98,23.92066006405227,720,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,232677.6,0.0,698032.8,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2026-05-01,scenario_incremental_pass_guest_avg_ccu,224.93999999999997,0.0,674.8199999999999,1056.31,,1056.31,21.294885024282642,744,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,167355.36,0.0,502066.07999999996,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2026-06-01,scenario_incremental_pass_guest_avg_ccu,419.9166666666667,0.0,1259.75,1641.24,,1641.24,25.585329791296015,720,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,302340.0,0.0,907020.0,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2026-07-01,scenario_incremental_pass_guest_avg_ccu,269.18333333333334,0.0,807.55,1189.04,,1189.04,22.638711341362217,744,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,200272.4,0.0,600817.2,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
Lords of the Fallen,2026-08-01,scenario_incremental_pass_guest_avg_ccu,339.79,0.0,1019.37,1400.86,,1400.86,24.255814285510333,744,very low; allocation assumptions not fitted,uplift_guest_allocation_scenario_v1,attribution_and_baseline_sensitivity,False,"Incremental guest-equivalent activity, NOT all pass participants",https://steamcharts.com/app/1501750,,252803.76,0.0,758411.28,qualified_planning_v1,False,"scenario_input_only; propagate method, scope, confidence and range",,0.5,0.5
